Type,Air_temperature_C,Process_temperature_C,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Failure Type
1,0.19565217391304524,0.3086419753086407,0.21012805587892902,0.46840659340659335,0.7233201581027667,0
2,0.9239130434782621,0.8395061728395046,0.20779976717112925,0.46978021978021983,0.826086956521739,0
0,0.3913043478260838,0.41975308641975584,0.16530849825378346,0.5728021978021978,0.7747035573122529,0
0,0.18478260869565144,0.2592592592592613,0.12630966239813746,0.7225274725274724,0.7984189723320158,3
1,0.6413043478260856,0.6172839506172823,0.4621653084982539,0.2568681318681319,0.11067193675889328,0
0,0.6847826086956545,0.5432098765432123,0.11292200232828875,0.7142857142857142,0.27667984189723316,1
0,0.2934782608695645,0.2592592592592613,0.1431897555296857,0.657967032967033,0.5533596837944663,0
1,0.4347826086956528,0.39506172839505904,0.3486612339930152,0.2884615384615385,0.7747035573122529,0
1,0.05434782608695654,0.07407407407407618,0.03899883585564612,0.9945054945054945,0.3517786561264822,2
0,0.5652173913043472,0.6049382716049401,0.1629802095459838,0.5837912087912087,0.683794466403162,0
0,0.7065217391304359,0.6172839506172823,0.5378346915017463,0.20329670329670335,0.20158102766798416,0
0,0.2065217391304328,0.37037037037036935,0.17171129220023285,0.6332417582417582,0.5770750988142292,0
0,0.5326086956521721,0.7160493827160481,0.2217694994179279,0.4587912087912089,0.26482213438735175,0
2,0.17391304347825765,0.2469135802469129,0.28405122235157165,0.3708791208791209,0.7154150197628458,0
0,0.77173913043478,0.7654320987654284,0.07101280558789291,0.9093406593406593,0.5494071146245059,2
0,0.7173913043478235,0.6419753086419719,0.08207217694994184,0.6071428571428571,0.49011857707509876,0
0,0.5217391304347845,0.7037037037036997,0.26833527357392317,0.3777472527472528,0.16205533596837943,0
1,0.2282608695652142,0.37037037037036935,0.13038416763678706,0.5851648351648351,0.6877470355731224,0
0,0.5108695652173907,0.41975308641975584,0.36263096623981383,0.33516483516483514,0.4268774703557312,0
2,0.36956521739130244,0.4938271604938258,0.08323632130384173,0.6964285714285714,0.20553359683794464,0
2,0.33695652173912727,0.37037037037036935,0.10244470314318976,0.6744505494505494,0.5138339920948616,0
0,0.7499999999999987,0.7283950617283965,0.1443538998835856,0.6909340659340659,0.18972332015810275,0
1,0.5326086956521721,0.5555555555555536,0.26775320139697323,0.36401098901098905,0.1067193675889328,0
0,0.586956521739129,0.5555555555555536,0.06868451688009314,0.8392857142857143,0.6324110671936758,0
1,0.3913043478260838,0.5308641975308639,0.22875436554132722,0.5700549450549449,0.2292490118577075,0
2,0.2934782608695645,0.38271604938271775,0.14144353899883588,0.6868131868131867,0.2885375494071146,0
0,0.7391304347826111,0.6296296296296306,0.3515715948777648,0.3200549450549451,0.9209486166007904,0
0,0.4999999999999969,0.567901234567902,0.05820721769499426,0.6799450549450549,0.5770750988142292,0
1,0.77173913043478,0.7037037037036997,0.1979045401629802,0.5137362637362637,0.23715415019762845,0
0,0.7173913043478235,0.6049382716049401,0.0948777648428406,0.89010989010989,0.3359683794466403,2
0,0.2173913043478266,0.2962962962962994,0.26018626309662407,0.4340659340659341,0.8577075098814229,4
0,0.4891304347826093,0.6419753086419719,0.5331781140861468,0.1895604395604396,0.691699604743083,0
1,0.7608695652173925,0.6666666666666687,0.15541327124563453,0.5398351648351648,0.5889328063241106,0
0,0.630434782608698,0.6419753086419719,0.06635622817229336,0.8804945054945055,0.03952569169960474,2
0,0.2065217391304328,0.38271604938271775,0.16472642607683352,0.5398351648351648,0.26877470355731226,0
0,0.3152173913043459,0.3333333333333304,0.08265424912689179,0.7857142857142857,0.7470355731225296,3
0,0.2826086956521707,0.41975308641975584,0.15948777648428414,0.6387362637362637,0.09486166007905138,0
0,0.6086956521739104,0.7160493827160481,0.19615832363213048,0.5123626373626373,0.5098814229249011,0
1,0.5978260869565224,0.6049382716049401,0.2916181606519209,0.3379120879120879,0.31225296442687744,0
1,0.8260869565217366,0.8271604938271562,0.09662398137369044,0.6469780219780219,0.01976284584980237,0
1,0.576086956521741,0.4567901234567868,0.11583236321303847,0.8159340659340659,0.17786561264822134,2
0,0.6413043478260856,0.6172839506172823,0.22293364377182778,0.5137362637362637,0.32411067193675885,0
0,0.576086956521741,0.5432098765432123,0.19033760186263105,0.5288461538461537,0.5217391304347826,0
1,0.5543478260869534,0.7530864197530871,0.11292200232828875,0.6016483516483516,0.7430830039525691,0
0,0.7065217391304359,0.6296296296296306,0.12514551804423757,0.5851648351648351,0.14624505928853754,0
1,0.9239130434782621,0.8641975308641952,0.22526193247962756,0.4065934065934066,0.5059288537549407,0
0,0.6739130434782608,0.5925925925925917,0.11874272409778819,0.5521978021978021,0.8023715415019762,0
2,0.6413043478260856,0.8271604938271562,0.13213038416763678,0.6043956043956044,0.3557312252964427,0
1,0.2500000000000018,0.3333333333333304,0.13387660069848661,0.6195054945054944,0.24901185770750986,0
0,0.7608695652173925,0.6913580246913584,0.090803259604191,0.6043956043956044,0.5177865612648221,0
0,0.05434782608695654,0.11111111111111427,0.1979045401629802,0.5865384615384615,0.3913043478260869,0
1,0.2173913043478266,0.3333333333333304,0.20547147846332947,0.47252747252747257,0.3438735177865612,0
0,0.5326086956521721,0.7160493827160481,0.20954598370197908,0.4436813186813187,0.49407114624505927,0
0,0.576086956521741,0.7654320987654284,0.14260768335273577,0.5151098901098901,0.16996047430830039,0
0,0.23913043478260798,0.35802469135802717,0.3061699650756694,0.3200549450549451,0.14229249011857706,0
0,0.8804347826086931,0.7160493827160481,0.1938300349243307,0.4450549450549451,0.2727272727272727,0
1,0.26086956521738935,0.40740740740740744,0.2724097788125728,0.3557692307692308,0.12648221343873517,0
0,0.3260869565217397,0.4567901234567868,0.17462165308498256,0.5824175824175825,0.03952569169960474,0
1,0.6739130434782608,0.6296296296296306,0.12630966239813746,0.6002747252747253,0.11857707509881422,0
0,0.33695652173912727,0.37037037037036935,0.20663562281722936,0.4436813186813187,0.4980237154150197,0
0,0.6086956521739104,0.6913580246913584,0.4569266589057043,0.2142857142857143,0.4229249011857707,0
0,0.17391304347825765,0.22222222222222232,0.9039580908032597,0.07554945054945057,0.07114624505928853,2
1,0.4999999999999969,0.44444444444444553,0.16530849825378346,0.5233516483516483,0.41897233201581024,0
1,0.5326086956521721,0.4567901234567868,0.16763678696158324,0.618131868131868,0.8102766798418972,0
0,0.6521739130434794,0.5432098765432123,0.058789289871944206,0.7280219780219779,0.7707509881422925,3
0,0.5543478260869534,0.7530864197530871,0.24505238649592553,0.5247252747252746,0.7944664031620553,0
0,0.7065217391304359,0.6049382716049401,0.8754365541327126,0.1098901098901099,0.49011857707509876,2
0,0.5652173913043472,0.7530864197530871,0.11641443538998841,0.743131868131868,0.7549407114624506,3
0,0.7499999999999987,0.6296296296296306,0.6024447031431898,0.17582417582417587,0.18577075098814227,0
0,0.7282608695652173,0.6543209876543203,0.30151338766006985,0.3942307692307692,0.09881422924901186,0
0,0.03260869565217517,0.04938271604938649,0.11874272409778819,0.7115384615384616,0.849802371541502,3
0,0.9239130434782621,0.9135802469135816,0.14784633294528526,0.5302197802197801,0.6007905138339921,0
0,0.7608695652173925,0.6913580246913584,0.2817229336437719,0.3983516483516483,0.4268774703557312,0
0,0.7173913043478235,0.5925925925925917,0.10011641443538999,0.7129120879120879,0.8063241106719367,3
0,0.5434782608695659,0.7037037037036997,0.1763678696158324,0.45604395604395603,0.450592885375494,0
1,0.2934782608695645,0.22222222222222232,0.12747380675203734,0.5728021978021978,0.6561264822134387,0
0,0.26086956521738935,0.39506172839505904,0.3183934807916182,0.32142857142857145,0.7628458498023715,0
0,0.6956521739130421,0.6543209876543203,0.3183934807916182,0.2884615384615385,0.06719367588932806,0
0,0.19565217391304524,0.3086419753086407,0.6396973224679862,0.16346153846153844,0.7154150197628458,0
1,0.8804347826086931,0.7037037037036997,0.2549476135040746,0.3543956043956044,0.48221343873517786,0
2,0.586956521739129,0.4938271604938258,0.2648428405122235,0.396978021978022,0.0,0
0,0.7826086956521738,0.6666666666666687,0.19266589057043082,0.4807692307692308,0.533596837944664,0
0,0.423913043478259,0.567901234567902,0.25727590221187435,0.40521978021978017,0.9209486166007904,0
0,0.576086956521741,0.5555555555555536,0.12223515715948785,0.5975274725274724,0.28063241106719367,0
0,0.35869565217391486,0.5061728395061742,0.19615832363213048,0.5755494505494505,0.5691699604743082,5
0,0.6739130434782608,0.6666666666666687,0.16880093131548313,0.5164835164835164,0.4861660079051383,0
0,0.7282608695652173,0.5802469135802433,0.2578579743888243,0.43681318681318687,0.4624505928853755,0
0,0.5543478260869534,0.6049382716049401,0.15192083818393487,0.5920329670329669,0.07509881422924901,0
0,0.19565217391304524,0.2592592592592613,0.21420256111757863,0.5027472527472526,0.3636363636363636,0
1,0.15217391304347627,0.2592592592592613,0.052386495925494825,0.8956043956043955,0.4150197628458498,2
2,0.38043478260869623,0.5555555555555536,0.1670547147846333,0.5645604395604394,0.4229249011857707,0
0,0.7065217391304359,0.567901234567902,0.10069848661233993,0.6414835164835164,0.25296442687747034,1
